"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"KIAA1217","Lymphocyte","PTSD","Wald ratio",1,0.031,0.017,1.031,0.0676,NA,NA,NA,0.034533672
"MEF2A","Lymphocyte","PTSD","Wald ratio",1,-0.045,0.025,0.956,0.0689,NA,NA,NA,0.007755169
"GCC2","Lymphocyte","PTSD","Wald ratio",1,-0.068,0.038,0.934,0.0698,NA,NA,NA,0.036927933
"MACROD2","Lymphocyte","PTSD","Wald ratio",1,-0.031,0.017,0.97,0.0752,NA,NA,NA,0.035712115
"SLC2A9","Lymphocyte","PTSD","Wald ratio",1,0.028,0.016,1.028,0.081,NA,NA,NA,0.032661049
"ANKRD44","Lymphocyte","PTSD","Wald ratio",1,0.051,0.029,1.052,0.0833,NA,NA,NA,0.032475957
"BCL2","Lymphocyte","PTSD","Wald ratio",1,-0.056,0.033,0.945,0.0867,NA,NA,NA,0.007720843
"SPINT2","Lymphocyte","PTSD","Wald ratio",1,0.039,0.023,1.04,0.0896,NA,NA,NA,0.019070213
"ZNF767","Lymphocyte","PTSD","Wald ratio",1,0.045,0.027,1.046,0.0906,NA,NA,NA,0.033293049
"SAMD3","Lymphocyte","PTSD","Wald ratio",1,0.01,0.006,1.01,0.0913,NA,NA,NA,0.033697914
"XYLT1","Lymphocyte","PTSD","Wald ratio",1,0.044,0.026,1.045,0.0925,NA,NA,NA,0.006363285
"FBXO10","Lymphocyte","PTSD","Wald ratio",1,0.035,0.021,1.035,0.0953,NA,NA,NA,0.007160895
"DTNB","Lymphocyte","PTSD","Wald ratio",1,0.025,0.015,1.025,0.0971,NA,NA,NA,0.031596241
"IL2RB","Lymphocyte","PTSD","Wald ratio",1,0.03,0.018,1.031,0.0976,NA,NA,NA,0.028909847
"KCNQ5","Lymphocyte","PTSD","Wald ratio",1,-0.04,0.024,0.961,0.101,NA,NA,NA,0.007384669
"C9orf69","Lymphocyte","PTSD","Wald ratio",1,-0.062,0.038,0.94,0.101,NA,NA,NA,0.018680651
"NCALD","Lymphocyte","PTSD","Wald ratio",1,0.033,0.02,1.033,0.102,NA,NA,NA,0.005517066
"FMNL2","Lymphocyte","PTSD","Wald ratio",1,0.03,0.019,1.031,0.102,NA,NA,NA,0.002624603
"EFCAB7","Lymphocyte","PTSD","Wald ratio",1,0.013,0.008,1.013,0.102,NA,NA,NA,0.001431504
"LPIN2","Lymphocyte","PTSD","Wald ratio",1,0.031,0.019,1.031,0.103,NA,NA,NA,0.025560909
"TEC","Lymphocyte","PTSD","Wald ratio",1,-0.055,0.033,0.947,0.103,NA,NA,NA,0.027948658
"STIL","Lymphocyte","PTSD","Wald ratio",1,0.038,0.023,1.038,0.107,NA,NA,NA,0.002050952
"SPG20","Lymphocyte","PTSD","Wald ratio",1,-0.028,0.018,0.972,0.109,NA,NA,NA,0.000410123
"BICD2","Lymphocyte","PTSD","Wald ratio",1,0.016,0.01,1.016,0.11,NA,NA,NA,0.014794023
"NIPAL2","Lymphocyte","PTSD","Wald ratio",1,0.027,0.017,1.027,0.111,NA,NA,NA,0.000865962
"UBOX5","Lymphocyte","PTSD","Wald ratio",1,0.034,0.022,1.035,0.111,NA,NA,NA,0.000431648
"ATF7IP","Lymphocyte","PTSD","Wald ratio",1,-0.053,0.034,0.948,0.112,NA,NA,NA,0.023795159
"DSCR9","Lymphocyte","PTSD","Wald ratio",1,0.072,0.046,1.075,0.115,NA,NA,NA,0.022350392
"RNF157","Lymphocyte","PTSD","Wald ratio",1,0.028,0.018,1.029,0.116,NA,NA,NA,0.003663502
"ZNHIT6","Lymphocyte","PTSD","Wald ratio",1,0.044,0.028,1.045,0.119,NA,NA,NA,0.009066913
"APBB1IP","Lymphocyte","PTSD","Wald ratio",1,0.029,0.019,1.03,0.119,NA,NA,NA,0.026690474
"AP001046.6","Lymphocyte","PTSD","Wald ratio",1,-0.028,0.018,0.973,0.129,NA,NA,NA,0.015583755
"RP11-753N8.1","Lymphocyte","PTSD","Wald ratio",1,0.021,0.014,1.021,0.134,NA,NA,NA,0.00196719
"LINC00607","Lymphocyte","PTSD","Wald ratio",1,0.014,0.009,1.014,0.134,NA,NA,NA,5.72e-05
"CTD-3088G3.8","Lymphocyte","PTSD","Wald ratio",1,-0.024,0.016,0.976,0.136,NA,NA,NA,2.06e-05
"FAM53A","Lymphocyte","PTSD","Wald ratio",1,0.037,0.025,1.038,0.137,NA,NA,NA,0.000755806
"ZMIZ2","Lymphocyte","PTSD","Wald ratio",1,-0.026,0.017,0.974,0.137,NA,NA,NA,0.021635614
"GAA","Lymphocyte","PTSD","Wald ratio",1,-0.049,0.033,0.952,0.138,NA,NA,NA,8.85e-06
"LY86","Lymphocyte","PTSD","Wald ratio",1,0.02,0.014,1.02,0.138,NA,NA,NA,0.023282439
"BMPR1APS2","Lymphocyte","PTSD","Wald ratio",1,0.027,0.018,1.028,0.139,NA,NA,NA,0.00531147
"RP11-701P16.5","Lymphocyte","PTSD","Wald ratio",1,-0.079,0.054,0.924,0.141,NA,NA,NA,5.82e-06
"TRAF3IP2","Lymphocyte","PTSD","Wald ratio",1,0.023,0.015,1.023,0.143,NA,NA,NA,0.000212789
"MICAL2","Lymphocyte","PTSD","Wald ratio",1,-0.032,0.022,0.969,0.143,NA,NA,NA,0.021654625
"CLTCL1","Lymphocyte","PTSD","Wald ratio",1,0.032,0.022,1.033,0.146,NA,NA,NA,0.000312748
"RP11-212I21.2","Lymphocyte","PTSD","Wald ratio",1,0.017,0.012,1.017,0.153,NA,NA,NA,0.023442694
"MTA3","Lymphocyte","PTSD","Wald ratio",1,0.016,0.011,1.016,0.153,NA,NA,NA,0.017440819
"RP11-642P15.1","Lymphocyte","PTSD","Wald ratio",1,0.046,0.032,1.047,0.153,NA,NA,NA,0.021350867
"RABEP1","Lymphocyte","PTSD","Wald ratio",1,0.039,0.027,1.039,0.154,NA,NA,NA,0.021061953
"CNTNAP2","Lymphocyte","PTSD","Wald ratio",1,0.014,0.01,1.014,0.159,NA,NA,NA,0.019510471
"CRELD2","Lymphocyte","PTSD","Wald ratio",1,-0.027,0.019,0.974,0.159,NA,NA,NA,0.022894685
"GSAP","Lymphocyte","PTSD","Wald ratio",1,-0.033,0.024,0.967,0.159,NA,NA,NA,0.019648466
"AC068610.5","Lymphocyte","PTSD","Wald ratio",1,0.018,0.013,1.018,0.16,NA,NA,NA,6.03e-05
"RP11-44F21.4","Lymphocyte","PTSD","Wald ratio",1,-0.024,0.017,0.976,0.164,NA,NA,NA,7.14e-06
"MNT","Lymphocyte","PTSD","Wald ratio",1,0.042,0.03,1.043,0.17,NA,NA,NA,0.017690716
"APBB2","Lymphocyte","PTSD","Wald ratio",1,-0.016,0.012,0.984,0.171,NA,NA,NA,0.016136273
"RFTN1","Lymphocyte","PTSD","Wald ratio",1,-0.035,0.025,0.966,0.171,NA,NA,NA,0.018861428
"CREB5","Lymphocyte","PTSD","Wald ratio",1,0.024,0.018,1.025,0.172,NA,NA,NA,0.020030568
"CTD-3094K11.1","Lymphocyte","PTSD","Wald ratio",1,0.017,0.012,1.017,0.173,NA,NA,NA,0.003678429
"ISPD","Lymphocyte","PTSD","Wald ratio",1,-0.017,0.012,0.984,0.179,NA,NA,NA,4.58e-05
"DNAJC15","Lymphocyte","PTSD","Wald ratio",1,0.033,0.024,1.033,0.179,NA,NA,NA,0.022235214
"GALNT2","Lymphocyte","PTSD","Wald ratio",1,0.06,0.045,1.062,0.18,NA,NA,NA,1.4e-05
"PACSIN2","Lymphocyte","PTSD","Wald ratio",1,-0.019,0.014,0.981,0.18,NA,NA,NA,0.018964239
"RSU1","Lymphocyte","PTSD","Wald ratio",1,0.031,0.024,1.032,0.183,NA,NA,NA,0.019026155
"ACA59","Lymphocyte","PTSD","Wald ratio",1,0.008,0.006,1.008,0.183,NA,NA,NA,2.34e-05
"SERINC4","Lymphocyte","PTSD","Wald ratio",1,-0.025,0.019,0.975,0.184,NA,NA,NA,0.002071779
"TCP11L1","Lymphocyte","PTSD","Wald ratio",1,-0.036,0.027,0.965,0.187,NA,NA,NA,0.002247068
"C17orf97","Lymphocyte","PTSD","Wald ratio",1,0.02,0.015,1.02,0.189,NA,NA,NA,0.019850322
"CENPM","Lymphocyte","PTSD","Wald ratio",1,0.054,0.042,1.056,0.192,NA,NA,NA,0.002451877
"C1orf100","Lymphocyte","PTSD","Wald ratio",1,-0.012,0.009,0.988,0.192,NA,NA,NA,0.017726191
"BHLHE23","Lymphocyte","PTSD","Wald ratio",1,0.024,0.019,1.024,0.194,NA,NA,NA,6.34e-05
"RHOH","Lymphocyte","PTSD","Wald ratio",1,-0.027,0.021,0.974,0.194,NA,NA,NA,0.001507012
"C1orf228","Lymphocyte","PTSD","Wald ratio",1,-0.024,0.018,0.976,0.196,NA,NA,NA,0.008597406
"IRAK2","Lymphocyte","PTSD","Wald ratio",1,-0.014,0.011,0.986,0.201,NA,NA,NA,0.018460285
"VAC14","Lymphocyte","PTSD","Wald ratio",1,0.02,0.016,1.02,0.201,NA,NA,NA,0.020674227
"ANKRD33B","Lymphocyte","PTSD","Wald ratio",1,-0.052,0.041,0.949,0.201,NA,NA,NA,0.016264541
"CLC","Lymphocyte","PTSD","Wald ratio",1,0.024,0.019,1.025,0.201,NA,NA,NA,0.000320641
"HLA-DQA1","Lymphocyte","PTSD","Wald ratio",1,0.015,0.012,1.016,0.203,NA,NA,NA,0.018048234
"PAX5","Lymphocyte","PTSD","Wald ratio",1,-0.035,0.027,0.966,0.204,NA,NA,NA,0.016292432
"RAB15","Lymphocyte","PTSD","Wald ratio",1,0.048,0.038,1.049,0.205,NA,NA,NA,0.001852387
"TRBJ2-1","Lymphocyte","PTSD","Wald ratio",1,-0.025,0.02,0.975,0.206,NA,NA,NA,3.2e-05
"MTFR1","Lymphocyte","PTSD","Wald ratio",1,-0.042,0.033,0.959,0.207,NA,NA,NA,0.017319385
"DHTKD1","Lymphocyte","PTSD","Wald ratio",1,0.027,0.021,1.027,0.208,NA,NA,NA,0.000738469
"LAMA5","Lymphocyte","PTSD","Wald ratio",1,0.023,0.019,1.024,0.208,NA,NA,NA,0.000904516
"LRRK1","Lymphocyte","PTSD","Wald ratio",1,0.02,0.016,1.02,0.21,NA,NA,NA,0.016172773
"EMR2","Lymphocyte","PTSD","Wald ratio",1,0.033,0.026,1.034,0.21,NA,NA,NA,0.005598241
"TPD52","Lymphocyte","PTSD","Wald ratio",1,-0.016,0.013,0.984,0.212,NA,NA,NA,0.015862824
"KAZN","Lymphocyte","PTSD","Wald ratio",1,0.018,0.014,1.018,0.216,NA,NA,NA,0.014313062
"SNCG","Lymphocyte","PTSD","Wald ratio",1,0.028,0.023,1.029,0.217,NA,NA,NA,0.001266834
"CREB3L2","Lymphocyte","PTSD","Wald ratio",1,-0.029,0.024,0.971,0.218,NA,NA,NA,0.002493316
"VPS13C","Lymphocyte","PTSD","Wald ratio",1,0.029,0.023,1.029,0.219,NA,NA,NA,0.015388033
"TGFBR3","Lymphocyte","PTSD","Wald ratio",1,0.025,0.02,1.025,0.219,NA,NA,NA,0.014811819
"PLEKHA7","Lymphocyte","PTSD","Wald ratio",1,-0.023,0.019,0.977,0.219,NA,NA,NA,0.000283594
"GCNT2","Lymphocyte","PTSD","Wald ratio",1,-0.028,0.023,0.972,0.222,NA,NA,NA,0.015279873
"DOCK8","Lymphocyte","PTSD","Wald ratio",1,-0.015,0.012,0.985,0.224,NA,NA,NA,0.000194119
"DFNA5","Lymphocyte","PTSD","Wald ratio",1,0.021,0.018,1.021,0.232,NA,NA,NA,0.020655476
"CMIP","Lymphocyte","PTSD","Wald ratio",1,0.026,0.022,1.026,0.233,NA,NA,NA,2.12e-05
"NT5DC2","Lymphocyte","PTSD","Wald ratio",1,0.036,0.03,1.037,0.234,NA,NA,NA,0.014556053
"SPATA20","Lymphocyte","PTSD","Wald ratio",1,0.025,0.022,1.026,0.247,NA,NA,NA,0.001515754
"TSHZ1","Lymphocyte","PTSD","Wald ratio",1,-0.013,0.011,0.987,0.252,NA,NA,NA,0.015456274
"TARBP1","Lymphocyte","PTSD","Inverse variance weighted",2,-0.017,0.015,0.983,0.253,NA,0.609423347,NA,0.015776861
"SYNGR1","Lymphocyte","PTSD","Wald ratio",1,-0.017,0.015,0.983,0.256,NA,NA,NA,0.012384995
"ZNF808","Lymphocyte","PTSD","Wald ratio",1,-0.024,0.021,0.976,0.257,NA,NA,NA,0.001048183
"RAPGEF5","Lymphocyte","PTSD","Wald ratio",1,0.019,0.017,1.019,0.257,NA,NA,NA,2.09e-05
"OVOL1","Lymphocyte","PTSD","Wald ratio",1,0.009,0.008,1.009,0.26,NA,NA,NA,0.013665146
"WDSUB1","Lymphocyte","PTSD","Wald ratio",1,-0.022,0.02,0.978,0.273,NA,NA,NA,0.001792597
"NOX3","Lymphocyte","PTSD","Wald ratio",1,0.031,0.028,1.032,0.274,NA,NA,NA,0.003024203
"NDUFA6-AS1","Lymphocyte","PTSD","Wald ratio",1,-0.036,0.033,0.964,0.279,NA,NA,NA,0.031305912
"KALRN","Lymphocyte","PTSD","Wald ratio",1,-0.018,0.016,0.982,0.279,NA,NA,NA,0.011949223
"ADK","Lymphocyte","PTSD","Wald ratio",1,-0.006,0.006,0.994,0.283,NA,NA,NA,0.009045946
"RP1-90J20.11","Lymphocyte","PTSD","Wald ratio",1,-0.017,0.016,0.983,0.287,NA,NA,NA,0.01331438
"RP1-148H17.1","Lymphocyte","PTSD","Wald ratio",1,-0.028,0.027,0.972,0.288,NA,NA,NA,0.004684259
"RP11-565N2.1","Lymphocyte","PTSD","Wald ratio",1,-0.01,0.01,0.99,0.289,NA,NA,NA,0.010803731
"PTPRA","Lymphocyte","PTSD","Wald ratio",1,0.015,0.014,1.015,0.289,NA,NA,NA,0.012801015
"RP11-861A13.4","Lymphocyte","PTSD","Wald ratio",1,-0.034,0.032,0.967,0.293,NA,NA,NA,0.000455459
"ZNF155","Lymphocyte","PTSD","Wald ratio",1,0.01,0.01,1.01,0.294,NA,NA,NA,0.00044776
"ADAMTS12","Lymphocyte","PTSD","Wald ratio",1,0.022,0.021,1.022,0.295,NA,NA,NA,0.010670318
"CTD-2247C11.1","Lymphocyte","PTSD","Wald ratio",1,0.035,0.033,1.035,0.296,NA,NA,NA,0.038112452
"SPERT","Lymphocyte","PTSD","Wald ratio",1,0.033,0.031,1.033,0.298,NA,NA,NA,0.007125163
"HOXB2","Lymphocyte","PTSD","Wald ratio",1,-0.013,0.013,0.987,0.302,NA,NA,NA,0.00021446
"TAF1D","Lymphocyte","PTSD","Wald ratio",1,0.013,0.013,1.013,0.305,NA,NA,NA,0.012630524
"ANTXRLP1","Lymphocyte","PTSD","Wald ratio",1,0.014,0.014,1.014,0.306,NA,NA,NA,0.013654425
"SLC18B1","Lymphocyte","PTSD","Wald ratio",1,-0.026,0.025,0.975,0.306,NA,NA,NA,0.000201349
"CTB-111H14.1","Lymphocyte","PTSD","Wald ratio",1,0.023,0.023,1.024,0.308,NA,NA,NA,0.008081715
"OAS1","Lymphocyte","PTSD","Wald ratio",1,-0.02,0.019,0.981,0.308,NA,NA,NA,0.012705794
"AC007969.5","Lymphocyte","PTSD","Wald ratio",1,-0.017,0.017,0.983,0.309,NA,NA,NA,0.006155194
"PGS1","Lymphocyte","PTSD","Wald ratio",1,-0.058,0.057,0.944,0.309,NA,NA,NA,0.006379844
"TUBB6","Lymphocyte","PTSD","Wald ratio",1,0.024,0.024,1.025,0.311,NA,NA,NA,0.000400086
"IGHV1-69","Lymphocyte","PTSD","Wald ratio",1,-0.014,0.014,0.986,0.312,NA,NA,NA,5.08e-05
"ENPP7","Lymphocyte","PTSD","Wald ratio",1,-0.009,0.009,0.991,0.314,NA,NA,NA,0.012622086
"PMS2CL","Lymphocyte","PTSD","Wald ratio",1,0.026,0.026,1.026,0.317,NA,NA,NA,0.000992103
"AHRR","Lymphocyte","PTSD","Wald ratio",1,-0.027,0.027,0.974,0.317,NA,NA,NA,0.000972883
"MCOLN2","Lymphocyte","PTSD","Wald ratio",1,0.019,0.019,1.019,0.317,NA,NA,NA,0.012293147
"SUZ12P","Lymphocyte","PTSD","Wald ratio",1,-0.02,0.02,0.981,0.317,NA,NA,NA,0.00014526
"SLFN5","Lymphocyte","PTSD","Wald ratio",1,0.01,0.01,1.01,0.321,NA,NA,NA,0.011832683
"DENND4B","Lymphocyte","PTSD","Wald ratio",1,0.007,0.007,1.007,0.327,NA,NA,NA,0.011672254
"CNR2","Lymphocyte","PTSD","Wald ratio",1,0.015,0.015,1.015,0.328,NA,NA,NA,0.000699822
"PIEZO2","Lymphocyte","PTSD","Wald ratio",1,-0.011,0.011,0.989,0.331,NA,NA,NA,0.011599248
"SERPINB10","Lymphocyte","PTSD","Wald ratio",1,0.029,0.03,1.03,0.334,NA,NA,NA,0.005156079
"WDR25","Lymphocyte","PTSD","Wald ratio",1,0.029,0.03,1.029,0.335,NA,NA,NA,0.013097432
"PASK","Lymphocyte","PTSD","Wald ratio",1,-0.03,0.031,0.97,0.339,NA,NA,NA,0.019155666
"IQCB1","Lymphocyte","PTSD","Wald ratio",1,-0.018,0.019,0.982,0.34,NA,NA,NA,0.007562232
"RN7SKP122","Lymphocyte","PTSD","Wald ratio",1,0.03,0.032,1.031,0.341,NA,NA,NA,1.54e-06
"NAGK","Lymphocyte","PTSD","Wald ratio",1,0.018,0.019,1.018,0.349,NA,NA,NA,0.015571544
"TRMT12","Lymphocyte","PTSD","Wald ratio",1,-0.03,0.033,0.97,0.353,NA,NA,NA,0.004574653
"PIP5K1C","Lymphocyte","PTSD","Wald ratio",1,0.013,0.014,1.013,0.353,NA,NA,NA,0.015570859
"SPTLC2","Lymphocyte","PTSD","Wald ratio",1,0.012,0.013,1.012,0.355,NA,NA,NA,0.011171404
"RALB","Lymphocyte","PTSD","Wald ratio",1,-0.011,0.012,0.989,0.359,NA,NA,NA,0.005163637
"VAT1L","Lymphocyte","PTSD","Wald ratio",1,0.012,0.013,1.012,0.36,NA,NA,NA,0.011397217
"PLEC","Lymphocyte","PTSD","Wald ratio",1,0.024,0.026,1.024,0.361,NA,NA,NA,0.00962448
"CTB-91J4.1","Lymphocyte","PTSD","Wald ratio",1,-0.014,0.015,0.986,0.361,NA,NA,NA,3.21e-05
"SYNE3","Lymphocyte","PTSD","Wald ratio",1,-0.022,0.025,0.978,0.361,NA,NA,NA,0.010293127
"GRAMD4","Lymphocyte","PTSD","Wald ratio",1,-0.028,0.03,0.973,0.363,NA,NA,NA,0.003753155
"RP11-542M13.2","Lymphocyte","PTSD","Wald ratio",1,-0.014,0.015,0.986,0.366,NA,NA,NA,0.009061891
"RP11-982M15.8","Lymphocyte","PTSD","Wald ratio",1,-0.018,0.02,0.982,0.367,NA,NA,NA,0.001496419
"PDZD2","Lymphocyte","PTSD","Wald ratio",1,-0.009,0.01,0.991,0.371,NA,NA,NA,0.000100943
"TLR6","Lymphocyte","PTSD","Wald ratio",1,-0.029,0.033,0.971,0.371,NA,NA,NA,0.007754267
"CCDC36","Lymphocyte","PTSD","Wald ratio",1,-0.014,0.016,0.986,0.376,NA,NA,NA,0.009534075
"INSR","Lymphocyte","PTSD","Wald ratio",1,-0.028,0.032,0.972,0.378,NA,NA,NA,4.03e-05
"TBXAS1","Lymphocyte","PTSD","Wald ratio",1,-0.015,0.017,0.985,0.38,NA,NA,NA,0.000769541
"TMTC4","Lymphocyte","PTSD","Wald ratio",1,-0.019,0.022,0.981,0.381,NA,NA,NA,0.01168746
"PYGB","Lymphocyte","PTSD","Wald ratio",1,-0.023,0.026,0.977,0.384,NA,NA,NA,0.00354614
"LDLRAP1","Lymphocyte","PTSD","Wald ratio",1,-0.024,0.027,0.977,0.384,NA,NA,NA,0.000319397
"FAM107B","Lymphocyte","PTSD","Wald ratio",1,0.039,0.045,1.04,0.384,NA,NA,NA,1.55e-06
"CTA-373H7.7","Lymphocyte","PTSD","Wald ratio",1,0.024,0.027,1.024,0.385,NA,NA,NA,0.002631035
"HSPA4","Lymphocyte","PTSD","Wald ratio",1,0.017,0.02,1.018,0.388,NA,NA,NA,0.007668112
"ICA1","Lymphocyte","PTSD","Wald ratio",1,0.016,0.018,1.016,0.388,NA,NA,NA,0.01396769
"LPAR1","Lymphocyte","PTSD","Wald ratio",1,0.014,0.017,1.014,0.389,NA,NA,NA,4.51e-05
"CFLAR","Lymphocyte","PTSD","Wald ratio",1,0.024,0.028,1.024,0.389,NA,NA,NA,1.55e-06
"NPLOC4","Lymphocyte","PTSD","Wald ratio",1,-0.01,0.012,0.99,0.39,NA,NA,NA,0.005880229
"DUSP16","Lymphocyte","PTSD","Wald ratio",1,0.022,0.026,1.022,0.396,NA,NA,NA,0.011648991
"CCDC88C","Lymphocyte","PTSD","Wald ratio",1,-0.027,0.031,0.974,0.397,NA,NA,NA,3.19e-06
"GALC","Lymphocyte","PTSD","Wald ratio",1,0.027,0.033,1.028,0.399,NA,NA,NA,0.001095404
"RNU6-1224P","Lymphocyte","PTSD","Wald ratio",1,-0.022,0.026,0.979,0.401,NA,NA,NA,0.010510498
"SYK","Lymphocyte","PTSD","Wald ratio",1,-0.017,0.02,0.984,0.407,NA,NA,NA,0.010751406
"RPS16","Lymphocyte","PTSD","Wald ratio",1,0.009,0.011,1.009,0.415,NA,NA,NA,1.84e-05
"RP11-434C1.1","Lymphocyte","PTSD","Wald ratio",1,-0.011,0.014,0.989,0.416,NA,NA,NA,0.000285613
"RNF166","Lymphocyte","PTSD","Wald ratio",1,-0.014,0.017,0.986,0.421,NA,NA,NA,0.012544232
"CHST3","Lymphocyte","PTSD","Wald ratio",1,0.01,0.013,1.01,0.421,NA,NA,NA,0.010151699
"LPCAT1","Lymphocyte","PTSD","Inverse variance weighted",2,-0.011,0.013,0.989,0.422,NA,0.771993553,NA,0.007582867
"COTL1","Lymphocyte","PTSD","Wald ratio",1,-0.011,0.014,0.989,0.422,NA,NA,NA,0.012315607
"GPRC5C","Lymphocyte","PTSD","Wald ratio",1,0.013,0.016,1.013,0.429,NA,NA,NA,9.96e-05
"RP11-473I1.6","Lymphocyte","PTSD","Wald ratio",1,-0.018,0.023,0.982,0.429,NA,NA,NA,1.6e-05
"IDI1","Lymphocyte","PTSD","Wald ratio",1,0.011,0.014,1.011,0.432,NA,NA,NA,0.009992649
"MREG","Lymphocyte","PTSD","Wald ratio",1,-0.022,0.028,0.978,0.433,NA,NA,NA,0.003897008
